| 4236 |  11995 |  .  42  ..  ....  ...  ...  |        |
| 4237 |  12048 |  .  0   ..  ....  ...  ..i  |  3002  |
| 4242 |  12309 |  .  20  .t  ....  ...  ...  |        |
| 2188 |  12692 |  .  00  ..  ....  u..  ...  |        |
| 2191 |  12876 |  .  0   ..  .u..  ...  ...  |        |
| 4255 |  13064 |  s  2   ..  ....  ...  ...  |        |
| 4260 |  13223 |  .  40  ..  ....  ...  ...  |        |
| 2194 |  13254 |  .  00  nc  ....  ...  ...  |        |
| 2198 |  13328 |  .  00  n.  ....  ...  ...  |        |
| 2197 |  13339 |  .  00  .t  .u..  ...  ...  |        |
| 2200 |  13473 |  .  01  ..  .vv.  ...  ...  |        |
| 2202 |  13518 |  .  1   .t  ....  ...  ...  |        |
| 2206 |  13756 |  s  01  n.  ....  ...  ...  |        |
| 2205 |  13775 |  .  00  n.  .v..  v..  ...  |        |
| 2207 |  13879 |  .  00  ..  .vbu  ...  ...  |        |
| 2212 |  13884 |  .  01  ..  .uv.  ...  ...  |        |
| 2211 |  13947 |  .  01  ..  ....  u..  ...  |        |
| 2209 |  13951 |  .  00  ..  vv..  ...  ...  |        |
| 4273 |  13973 |  d  00  ..  ....  ...  ...  |        |
| 2215 |  14086 |  .  00  ..  .v..  ...  ...  |        |
| 2214 |  14109 |  .  0   ..  .v..  ...  ...  |        |
| 2216 |  14110 |  .  21  ..  .u..  ...  ...  |        |
| 2218 |  14315 |  .  31  ..  .u..  ...  ...  |        |
| 4280 |  14336 |  .  4   ..  ....  ...  ...  |        |
| 2217 |  14382 |  .  01  ..  .v..  u..  ...  |        |
| 2220 |  14439 |  .  20  ..  .v..  ...  ...  |        |
| 4285 |  14586 |  .  2   ..  .u..  ...  ...  |        |
| 4289 |  14674 |  s  0   ..  ....  ...  ...  |        |
| 4293 |  14833 |  .  01  ..  v.v.  ...  ...  |        |
| 2222 |  14862 |  .  0   ..  .v..  ...  ...  |        |
| 4297 |  15096 |  .  60  ..  ....  ...  ...  |        |
| 2229 |  15147 |  .  00  .t  ....  u..  ...  |        |
| 2230 |  15334 |  .  0   ..  .uvu  ...  ...  |        |
| 4302 |  15375 |  .  00  .t  ....  ...  ...  |        |
| 4303 |  15392 |  s  01  ..  ....  ...  ...  |        |
| 2236 |  15648 |  .  00  ..  .uvu  ...  ...  |        |
| 2237 |  15700 |  .  00  ..  .vv.  ...  ...  |        |
| 2240 |  15861 |  .  00  .t  .u..  ...  ...  |        |
| 2243 |  15968 |  .  3   ..  .vv.  ...  ...  |        |
| 2253 |  16409 |  .  51  ..  ....  ...  ...  |        |
| 2249 |  16499 |  .  4   ..  ....  ...  ...  |        |
| 2256 |  16531 |  d  1   ..  ....  ...  ...  |        |
| 4327 |  16962 |  .  0   .t  ....  ...  ...  |        |
| 4334 |  17211 |  .  03  ..  ....  ...  ...  |        |
| 2263 |  17309 |  .  0   ..  vvv.  ...  ...  |        |
| 2266 |  17475 |  .  0   ..  .v..  ...  ...  |        |
| 4343 |  17565 |  s  00  ..  ....  ...  ...  |        |
| 4349 |  18057 |  .  0   .t  ....  ...  ...  |        |
| 2278 |  18213 |  .  00  ..  .u..  ...  ...  |        |
| 2279 |  18396 |  .  20  ..  .vv.  ...  ...  |        |
| 2284 |  18455 |  .  00  ..  ....  ...  .s.  |        |
| 4359 |  18468 |  s  0   ..  ....  ...  ...  |        |
| 2283 |  18471 |  .  01  ..  .v..  ...  ...  |        |
| 2281 |  18505 |  .  30  ..  .v..  ...  ...  |        |
| 2288 |  18735 |  .  0   nc  v2vb  b..  ...  |        |
| 4363 |  18872 |  s  20  ..  ....  ...  ...  |        |
| 2285 |  18913 |  .  1   .t  ....  ...  ...  |        |
| 2292 |  18993 |  .  01  ..  ....  u..  ...  |        |
| 2290 |  19018 |  .  0   .t  ....  ...  ...  |        |
| 4367 |  19036 |  t  0   ..  ....  ...  ...  |        |
| 2291 |  19129 |  .  00  ..  .v..  u..  ...  |        |
| 2295 |  19205 |  .  02  n.  .v..  ...  ...  |        |
| 2296 |  19298 |  .  21  .c  ....  ...  ...  |        |
| 2298 |  19376 |  .  01  ..  .v..  b..  ...  |        |
| 3947 |  19454 |  .  11  ..  .v..  ...  ...  |        |
| 4377 |  19469 |  .  41  ..  ....  ...  ...  |        |
| 2300 |  19525 |  .  30  ..  .v..  ...  ...  |        |
| 2301 |  19554 |  .  00  nc  .uv.  ..v  ..i  |  3003  |
| 2305 |  19725 |  .  4   ..  ....  ...  ...  |        |
| 4386 |  19764 |  s  3   ..  ....  ...  ...  |        |
| 4389 |  19855 |  .  00  .c  ....  ...  ...  |        |
| 4391 |  19894 |  .  01  .t  ....  ...  ...  |        |
| 2310 |  19949 |  .  51  ..  vvv.  ...  ...  |        |
| 2316 |  20234 |  .  0   ..  .vv.  b..  ...  |        |
| 2320 |  20268 |  .  00  ..  .v..  ...  ...  |        |
| 2322 |  20271 |  .  0   ..  .u..  ...  ...  |        |
| 2312 |  20330 |  .  00  ..  ..v.  ...  ...  |        |
| 2317 |  20376 |  .  0   ..  .u..  ...  ...  |        |
| 4400 |  20424 |  d  0   ..  ....  ...  ...  |        |
| 2323 |  20465 |  .  10  ..  ....  v..  ...  |        |
| 2325 |  20704 |  .  0   ..  .v..  ...  ...  |        |
| 2326 |  20711 |  .  00  nc  .vbb  ...  ...  |        |
| 2327 |  20715 |  .  0   ..  ....  b..  .bi  |  3004  |
| 2321 |  20776 |  .  01  ..  .v..  ...  ...  |        |
| 2330 |  20901 |  .  0   n.  .u..  ...  ...  |        |
| 2332 |  20922 |  .  00  ..  ..b.  ...  ...  |        |
| 2337 |  21296 |  .  0   ..  .v..  ...  ...  |        |
| 2336 |  21452 |  .  10  ..  .v..  ...  ...  |        |
| 2339 |  21515 |  .  20  ..  .v..  ...  ...  |        |
| 2344 |  21670 |  .  00  nc  .vv.  ...  ...  |        |
| 2345 |  21683 |  .  01  nc  .2vu  ...  ...  |        |
| 2343 |  21689 |  .  0   ..  .v..  ...  ...  |        |
| 2347 |  21823 |  .  31  ..  .v..  ...  ...  |        |
| 2348 |  21847 |  .  01  n.  .u..  ...  ...  |        |
| 4421 |  21882 |  .  20  .c  ....  ...  ...  |        |
| 2351 |  21914 |  .  42  ..  ....  ...  ...  |        |
| 4426 |  22008 |  .  42  ..  ....  ...  ...  |        |
| 2354 |  22040 |  .  0   ..  .vv.  ...  ...  |        |
| 4430 |  22061 |  .  00  ..  ..v.  ...  ...  |        |
| 4440 |  22364 |  .  11  .t  ....  ...  ...  |        |
| 4442 |  22379 |  s  0   ..  ....  ...  ...  |        |
| 2363 |  22439 |  .  01  n.  ....  ...  ...  |        |
| 4444 |  22513 |  s  0   ..  ....  ...  ...  |        |
| 2362 |  22626 |  s  31  .c  .v..  ...  ...  |        |
| 2372 |  22737 |  .  10  ..  ....  v..  ...  |        |
| 4451 |  22787 |  .  0   n.  ....  ...  ...  |        |
| 3948 |  23265 |  .  1   ..  .uv.  ...  ...  |        |
| 4463 |  23433 |  .  00  ..  ....  ...  w..  |        |
| 4464 |  23455 |  .  00  .t  ....  ...  ...  |        |
| 2388 |  23737 |  .  11  ..  .vv.  ...  ...  |        |
| 4469 |  23811 |  .  00  .t  ....  ...  ...  |        |
| 2389 |  23840 |  s  11  ..  ....  ...  ...  |        |
| 2384 |  24017 |  .  4   n.  .v..  ...  ...  |        |
| 2390 |  24162 |  .  0   n.  ....  ..u  ...  |        |
| 3976 |  24256 |  .  02  ..  .2..  2..  ...  |        |
| 2393 |  24451 |  .  00  .t  .uv.  ...  ...  |        |
| 4482 |  24716 |  s  0   ..  ....  ...  ...  |        |
| 2397 |  24914 |  .  0   ..  .v..  ...  ...  |        |
| 4484 |  24921 |  t  01  ..  ....  ...  ...  |        |
| 2401 |  25041 |  .  00  ..  .vvb  ..v  ..i  |  3005  |
| 2403 |  25098 |  .  0   ..  .u..  ...  ...  |        |
| 4495 |  25180 |  .  1   ..  .v..  v..  ...  |        |
| 2405 |  25194 |  s  10  ..  ....  ...  ...  |        |
| 2402 |  25197 |  .  00  .c  vvv.  ...  ...  |        |
| 2406 |  25302 |  .  0   .c  .vv.  u.v  ..i  |  3006  |
| 2409 |  25486 |  .  00  n.  .u..  ...  ...  |        |
| 2404 |  25714 |  .  10  ..  .v..  ...  ...  |        |
| 2414 |  26093 |  .  01  ..  .vv.  ..c  ..i  |  3007  |
| 4504 |  26150 |  .  01  .t  ....  ...  ...  |        |
| 2422 |  26169 |  s  00  n.  ....  ...  ...  |        |
| 2415 |  26248 |  .  0   ..  .vuu  u.c  ..i  |  3008  |
| 2417 |  26315 |  .  01  n.  .v..  ...  ...  |        |
| 2420 |  26386 |  .  0   ..  vvvb  v..  ...  |        |
| 2421 |  26395 |  .  00  ..  ....  u..  ...  |        |
| 2423 |  26594 |  .  21  n.  ...b  ..v  ..i  |  3009  |
| 4514 |  26651 |  .  0   .t  ....  ...  ...  |        |
| 2425 |  26712 |  .  00  ..  ....  u..  ...  |        |
| 4516 |  26786 |  s  00  ..  ....  ...  ...  |        |
| 2429 |  26823 |  .  01  ..  ....  u..  ...  |        |
| 2426 |  26882 |  .  2   ..  .v..  ...  ...  |        |
| 2427 |  26885 |  .  3   ..  .u..  ...  ...  |        |
| 4525 |  26959 |  s  01  ..  ....  ...  ...  |        |
| 4528 |  27075 |  .  00  ..  ....  u..  ...  |        |
| 2431 |  27319 |  .  0   .t  ....  ...  ...  |        |
| 4533 |  27469 |  .  2   ..  ....  ...  a..  |        |
| 2440 |  27639 |  s  21  n.  ....  ...  ...  |        |
| 2442 |  27658 |  .  02  ..  .v..  ...  ...  |        |
| 2449 |  27955 |  .  00  ..  ....  v..  ...  |        |
| 4544 |  28356 |  .  00  .t  ....  ...  ...  |        |
| 4552 |  28700 |  .  4   ..  ....  ...  ...  |        |
| 2459 |  28831 |  .  11  .t  ....  ...  ...  |        |
| 2466 |  28910 |  .  1   n.  .vv.  ...  ...  |        |
| 4556 |  28969 |  .  01  ..  ..v.  ...  ...  |        |
| 4558 |  28973 |  .  13  n.  ....  ...  ...  |        |
| 2468 |  29034 |  .  0   ..  ....  ...  ...  |        |
| 4561 |  29157 |  d  10  ..  ....  ...  ...  |        |
| 2472 |  29304 |  .  0   ..  ..v.  ...  ...  |        |
| 2473 |  29353 |  s  00  n.  ....  ...  ...  |        |
| 2470 |  29451 |  .  01  ..  .u..  ...  ...  |        |
| 2477 |  29716 |  .  00  n.  .v..  ...  ...  |        |
| 2478 |  29739 |  .  01  ..  vvv.  ...  ...  |        |
| 2479 |  29919 |  s  00  ..  ....  ...  ...  |        |
| 4571 |  29946 |  d  0   ..  ....  ...  ...  |        |
| 2486 |  30104 |  .  1   n.  ....  ...  ...  |        |
| 4577 |  30332 |  .  0   .t  ....  ...  ...  |        |
| 4578 |  30430 |  .  0   ..  ....  ...  ...  |        |
| 2490 |  30436 |  .  01  .t  .u..  ...  ...  |        |
| 2487 |  30497 |  .  01  .t  ....  ...  ...  |        |
| 2492 |  30505 |  .  20  ..  .vv.  ...  ...  |        |
| 4581 |  30532 |  .  50  ..  ....  ...  ...  |        |
| 4583 |  30583 |  .  4   .t  ....  ...  ...  |        |
| 4585 |  30637 |  s  0   .t  ....  ...  ...  |        |
| 2493 |  30666 |  .  0   n.  .vv.  ...  ...  |        |
| 2494 |  30815 |  .  3   ..  ....  ...  ...  |        |
| 4591 |  30965 |  s  0   ..  ....  ...  ...  |        |
| 2502 |  30973 |  .  0   ..  .2..  2..  ...  |        |
| 2499 |  31037 |  .  0   ..  .v..  v..  ...  |        |
| 2501 |  31099 |  s  0   .t  ....  ...  ...  |        |
| 2514 |  31314 |  .  40  ..  ....  ...  ...  |        |
| 2506 |  31362 |  .  11  ..  .vv.  ...  ...  |        |
| 4595 |  31368 |  .  01  ..  v.b.  ...  ...  |        |
| 4597 |  31406 |  .  00  .t  ....  ...  ...  |        |
| 2504 |  31434 |  .  02  n.  ....  ...  ...  |        |
| 2505 |  31448 |  .  0   ..  .v..  ...  ...  |        |
| 2509 |  31583 |  .  20  n.  ....  ...  ...  |        |
| 4604 |  31787 |  .  01  ..  ..v.  ...  ...  |        |
| 2516 |  32040 |  .  20  ..  ....  2..  ...  |        |
| 2518 |  32311 |  .  00  ..  ....  u..  ...  |        |
| 4614 |  32351 |  .  11  .t  ....  ...  ...  |        |
| 2521 |  32474 |  .  00  ..  .vv.  ...  ...  |        |
| 2524 |  32531 |  .  00  ..  ....  v..  ...  |        |
| 4621 |  32711 |  .  0   .t  ....  ...  ...  |        |
| 2525 |  32740 |  .  40  ..  ....  ...  ...  |        |
| 4622 |  32766 |  .  21  ..  ..v.  ...  ...  |        |
| 2528 |  32782 |  .  00  ..  .u..  ...  ...  |        |
| 2523 |  32864 |  .  11  ..  .vvb  ..c  ..i  |  3010  |
| 2532 |  33092 |  .  0   ..  .vv.  ...  ...  |        |
| 2534 |  33189 |  s  21  ..  ....  ...  ...  |        |
| 2537 |  33485 |  .  01  n.  .vb.  ...  ...  |        |
| 2538 |  33614 |  .  01  ..  .v..  ...  ...  |        |
| 4631 |  33647 |  d  0   ..  ....  ...  ...  |        |
| 2547 |  33971 |  .  01  n.  .u..  ...  ...  |        |
| 4636 |  34049 |  .  00  .t  ....  ...  ...  |        |
| 4637 |  34056 |  d  0   ..  ....  ...  ...  |        |
| 4643 |  34337 |  .  00  .t  ....  ...  ...  |        |
| 2551 |  34495 |  .  0   ..  .vv.  ...  ..i  |  3011  |
| 4649 |  34704 |  s  0   ..  ....  ...  ...  |        |
| 2553 |  34722 |  .  0   .t  ....  ...  ...  |        |
| 2556 |  34758 |  .  00  n.  .vv.  ...  ...  |        |
| 2555 |  34912 |  s  2   ..  .v..  ...  ...  |        |
| 2559 |  35005 |  .  00  .t  ....  ...  ...  |        |
| 2561 |  35180 |  .  0   n.  .u..  ...  ...  |        |
| 2562 |  35205 |  s  0   ..  ....  ...  ...  |        |
| 4655 |  35230 |  .  01  .t  ....  ...  ...  |        |
| 2563 |  35345 |  .  01  n.  .v..  ...  ...  |        |
| 2565 |  35509 |  .  00  n.  ....  ...  ...  |        |
| 2573 |  35910 |  .  1   .c  ....  ...  ...  |        |
| 2574 |  36024 |  .  00  ..  .vv.  ...  ...  |        |
| 2572 |  36145 |  .  0   n.  .v..  ...  ...  |        |
| 4669 |  36161 |  .  0   .t  ....  ...  ...  |        |
| 2571 |  36211 |  .  1   ..  .u..  ...  ...  |        |
| 2584 |  36346 |  .  11  .t  ....  ...  ...  |        |
| 2578 |  36388 |  .  0   ..  .v..  ...  ...  |        |
| 2577 |  36411 |  s  0   n.  ....  ...  ...  |        |
| 4674 |  36481 |  .  0   .t  ....  ...  ...  |        |
| 3951 |  36547 |  s  0   ..  .v..  ...  ...  |        |
| 2585 |  36616 |  .  02  ..  .u..  ...  ...  |        |
| 2587 |  36641 |  .  00  ..  .u..  ...  ...  |        |
| 4679 |  36746 |  s  00  ..  ....  ...  ...  |        |
| 2596 |  36982 |  .  01  ..  ....  u..  ...  |        |
| 4685 |  37148 |  .  11  .t  ....  ...  ...  |        |
| 2592 |  37265 |  .  0   ..  .v..  ...  ...  |        |
| 4690 |  37338 |  s  40  ..  ....  ...  ...  |        |
| 2593 |  37406 |  .  0   ..  .v..  ...  ...  |        |
| 2595 |  37428 |  .  0   .t  ....  ...  ...  |        |
| 2597 |  37521 |  s  00  ..  .u..  ...  ...  |        |
| 2600 |  37530 |  .  01  ..  vvv.  ...  ...  |        |
| 4697 |  37695 |  s  0   n.  ....  ...  ...  |        |
| 4700 |  37836 |  d  00  ..  ....  ...  ...  |        |
| 4703 |  37968 |  .  2   .t  ....  ...  ...  |        |
| 2608 |  38200 |  .  0   .t  ....  ...  ...  |        |
| 2607 |  38211 |  .  21  ..  .v..  ...  ...  |        |
| 4706 |  38237 |  .  0   .t  ....  ...  ...  |        |
| 2609 |  38307 |  .  0   .t  ....  v..  ...  |        |
| 4711 |  38647 |  d  0   ..  ....  ...  ...  |        |
| 2614 |  38722 |  .  00  n.  .v..  ...  ...  |        |
| 2613 |  38723 |  .  0   ..  .v..  ...  ...  |        |
| 2612 |  38900 |  .  0   ..  ....  ...  b..  |        |
| 2622 |  39184 |  .  0   ..  .uv.  ...  ...  |        |
| 2623 |  39311 |  .  01  .c  ....  ...  ...  |        |
| 4727 |  39462 |  .  0   .t  ....  ...  ...  |        |
| 2625 |  39567 |  .  00  n.  vvv.  ...  ...  |        |
| 2629 |  39700 |  .  01  .c  ....  ...  ...  |        |
| 2642 |  39818 |  .  10  .t  ....  ...  ...  |        |
| 2631 |  39866 |  .  0   ..  ....  u..  ...  |        |
| 2632 |  39906 |  .  0   ..  .uvb  ...  ...  |        |
| 2640 |  40305 |  .  10  ..  .u..  ...  ...  |        |
| 2645 |  40646 |  .  00  ..  .v..  ...  ...  |        |
| 2646 |  40866 |  .  0   ..  .v..  ...  ...  |        |
| 2648 |  40947 |  .  01  ..  ....  u..  ...  |        |
| 4750 |  40964 |  .  00  .t  ....  ...  ...  |        |
| 2649 |  41152 |  .  0   n.  ....  ...  ...  |        |
| 3952 |  41208 |  .  0   ..  .u..  ...  ...  |        |
| 2654 |  41299 |  .  2   ..  .u..  ...  ...  |        |
| 2656 |  41377 |  .  20  .c  .v..  ...  ...  |        |
| 2658 |  41400 |  s  01  ..  .v..  ...  ...  |        |
| 2660 |  41484 |  .  0   n.  ....  ...  ...  |        |
| 2666 |  41816 |  .  00  ..  .v..  ...  ...  |        |
| 2667 |  41822 |  s  20  nc  .u..  ...  ...  |        |
| 4769 |  41864 |  .  1   .t  ....  ...  ...  |        |
| 2669 |  42028 |  .  02  n.  ....  ...  ...  |        |
| 2674 |  42088 |  .  00  .t  ....  ...  ...  |        |
| 2672 |  42146 |  .  2   ..  .u..  ...  ...  |        |
| 2671 |  42197 |  .  4   ..  ....  ...  ...  |        |
| 2675 |  42265 |  .  01  nt  ....  ...  ...  |        |
| 2682 |  42606 |  .  0   n.  ....  ...  ...  |        |
| 2687 |  42799 |  .  2   n.  .uvb  ...  ...  |        |
| 4784 |  42900 |  .  10  .t  ....  ...  ...  |        |
| 2688 |  42917 |  .  01  ..  .v..  ...  ...  |        |
| 2690 |  42954 |  .  02  ..  .u..  ...  ...  |        |
| 4785 |  42959 |  .  61  ..  ....  ...  ...  |        |
| 4786 |  43041 |  .  10  .t  ....  ...  ...  |        |
| 2695 |  43105 |  .  0   n.  ....  ...  ...  |        |
| 2693 |  43142 |  .  01  n.  vvv.  ...  ...  |        |
| 2698 |  43347 |  .  0   ..  .vv.  ...  ...  |        |
| 2692 |  43431 |  s  00  ..  ....  ...  ...  |        |
| 2701 |  43644 |  .  00  ..  .u..  ...  ...  |        |
| 2704 |  43685 |  .  01  ..  .uvu  ...  ...  |        |
| 2705 |  43834 |  .  00  ..  .u..  ...  ...  |        |
| 4798 |  43907 |  d  00  ..  ....  ...  ...  |        |
| 2713 |  44075 |  .  30  n.  .v..  ...  ...  |        |
| 4801 |  44168 |  .  01  .t  ....  ...  ...  |        |
| 4802 |  44336 |  .  00  ..  v.v.  ...  ...  |        |
| 4804 |  44407 |  s  00  ..  ....  ...  ...  |        |
| 2715 |  44415 |  .  11  ..  ....  u..  ...  |        |
| 4808 |  44523 |  .  3   .t  ....  ...  ...  |        |
| 2717 |  44659 |  .  21  ..  .v..  ...  ...  |        |
| 2716 |  44717 |  .  2   n.  vv..  ...  ...  |        |
| 2718 |  44738 |  s  0   ..  ....  ...  ...  |        |
| 2722 |  44753 |  .  01  ..  ....  v..  ...  |        |
| 2719 |  44818 |  .  01  ..  .u..  ...  ...  |        |
| 2726 |  44887 |  .  1   .t  ....  u..  ...  |        |
| 2723 |  44897 |  .  01  n.  ....  ...  ...  |        |
| 2728 |  45037 |  .  30  ..  ....  v..  ...  |        |
| 2731 |  45314 |  .  0   ..  .vv.  ...  ...  |        |
| 2734 |  45493 |  .  00  n.  .vv.  ..v  .s.  |        |
| 2744 |  45854 |  .  00  n.  vvv.  ...  ...  |        |
| 2748 |  46125 |  .  02  n.  ....  ...  ...  |        |
| 4839 |  46217 |  .  02  .t  ....  ...  ...  |        |
| 2750 |  46232 |  .  2   ..  .v..  ...  ...  |        |
| 2751 |  46471 |  .  0   .c  ....  ...  ...  |        |
| 2755 |  46652 |  .  32  .c  .v..  ...  ...  |        |
| 2756 |  46750 |  .  00  ..  .vv.  ...  ...  |        |
| 2757 |  46813 |  .  01  n.  ....  ...  ...  |        |
| 2761 |  46859 |  .  4   ..  ....  ...  ...  |        |
| 4849 |  46918 |  .  0   .c  ....  ...  ...  |        |
| 2764 |  46950 |  .  0   ..  vvv.  ...  ...  |        |
| 2763 |  46982 |  .  00  ..  .v..  ...  ...  |        |
| 2765 |  47168 |  s  00  ..  .u..  ...  ...  |        |
| 4856 |  47394 |  .  00  .t  ....  ...  ...  |        |
| 4858 |  47459 |  .  40  ..  ....  ...  ...  |        |
| 2778 |  47549 |  .  0   ..  ....  v..  ...  |        |
